image	occupancy	floors	year	label	prediction	probability
StreetViewx-80.356159x25.576942.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1988	RES1	RES1	0.9999765157699584
StreetViewx-80.346934x25.576947.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1970	RES1	RES1	0.9941563606262208
StreetViewx-80.352613x25.576948.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES3	0.583033561706543
StreetViewx-80.348516x25.576952.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	1.0
StreetViewx-80.350985x25.576953.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1994	RES1	RES3	0.5300971865653992
StreetViewx-80.346720x25.577020.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1960	RES1	RES1	0.9999998807907104
StreetViewx-80.342717x25.577029.png	RESIDENTIAL - SINGLE FAMILY : RESIDENTIAL - TOTAL VALUE	1	2003	RES1	RES1	0.9999998807907104
StreetViewx-80.334349x25.577209.png	RESIDENTIAL - SINGLE FAMILY : CLUSTER HOME	2	0	RES1	RES1	0.96862530708313
StreetViewx-80.362393x25.577254.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1987	RES1	RES1	0.9996769428253174
StreetViewx-80.343658x25.577260.png	RESIDENTIAL - SINGLE FAMILY : RESIDENTIAL - TOTAL VALUE	1	2004	RES1	RES1	0.9882332682609558
StreetViewx-80.351185x25.577262.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1989	RES1	RES1	0.9999574422836304
StreetViewx-80.362631x25.577306.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1987	RES1	RES1	0.9849237203598022
StreetViewx-80.345581x25.577311.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1986	RES1	RES1	0.9702553153038024
StreetViewx-80.323990x25.577318.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1973	RES1	RES1	0.9998949766159058
StreetViewx-80.326389x25.577330.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2006	RES1	RES3	0.937982141971588
StreetViewx-80.345391x25.577384.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1962	RES1	RES1	0.9896053075790404
StreetViewx-80.343079x25.577428.png	RESIDENTIAL - SINGLE FAMILY : RESIDENTIAL - TOTAL VALUE	1	2004	RES1	RES1	0.9997267127037048
StreetViewx-80.353475x25.577471.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9509935975074768
StreetViewx-80.326099x25.577497.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1973	RES1	RES3	0.5175251960754395
StreetViewx-80.340735x25.577519.png	MULTIFAMILY 2-9 UNITS : 2 LIVING UNITS	1	1979	RES3	RES1	0.9817266464233398
StreetViewx-80.333206x25.577535.png	RESIDENTIAL - SINGLE FAMILY : CLUSTER HOME	2	0	RES1	RES3	0.7731647491455078
StreetViewx-80.333390x25.577536.png	RESIDENTIAL - SINGLE FAMILY : CLUSTER HOME	2	0	RES1	RES3	0.5862389206886292
StreetViewx-80.320761x25.577572.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1995	RES1	RES1	0.9931437969207764
StreetViewx-80.362414x25.577596.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2012	RES1	RES1	1.0
StreetViewx-80.351851x25.577617.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1958	RES1	RES1	0.7465417385101318
StreetViewx-80.323497x25.577621.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1996	RES1	RES1	1.0
StreetViewx-80.323987x25.577630.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1973	RES1	RES1	0.999984622001648
StreetViewx-80.340790x25.577705.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1970	RES1	RES1	0.9991475343704224
StreetViewx-80.349632x25.577716.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES3	0.9808942675590516
StreetViewx-80.348769x25.577723.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9890099167823792
StreetViewx-80.346395x25.577726.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	0	RES1	RES1	0.9999911785125732
StreetViewx-80.358672x25.577735.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1996	RES1	RES1	0.9719557762145996
StreetViewx-80.357354x25.577741.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1968	RES1	RES1	0.9983489513397216
StreetViewx-80.348008x25.577762.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	0	RES1	RES1	0.999997615814209
StreetViewx-80.363327x25.577785.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	0	RES1	RES1	1.0
StreetViewx-80.342315x25.577801.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1971	RES1	RES1	0.9999831914901732
StreetViewx-80.341177x25.577838.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2000	RES1	RES1	1.0
StreetViewx-80.357195x25.577856.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1970	RES1	COM	0.9950761198997498
StreetViewx-80.334326x25.577894.png	RESIDENTIAL - SINGLE FAMILY : RESIDENTIAL - TOTAL VALUE	1	0	RES1	COM	0.7811960577964783
StreetViewx-80.351595x25.577904.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1977	RES1	RES1	0.9999898672103882
StreetViewx-80.344398x25.577919.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	0	RES1	RES1	0.9891719222068788
StreetViewx-80.355022x25.577931.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1999	RES1	RES1	0.9983888864517212
StreetViewx-80.346749x25.577944.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2013	RES1	RES1	0.999827206134796
StreetViewx-80.339264x25.577949.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1980	RES1	RES1	0.9948681592941284
StreetViewx-80.354110x25.577966.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1994	RES1	RES1	0.9994879961013794
StreetViewx-80.349001x25.578039.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1971	RES1	RES1	0.9973228573799132
StreetViewx-80.358260x25.578046.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1968	RES1	RES1	0.9239841103553772
StreetViewx-80.361002x25.578097.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES3	0.9982682466506958
StreetViewx-80.362079x25.578174.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1970	RES1	RES1	0.9999785423278807
StreetViewx-80.332961x25.578185.png	RESIDENTIAL - SINGLE FAMILY : RESIDENTIAL - TOTAL VALUE	1	2006	RES1	RES1	0.7944871187210083
StreetViewx-80.360181x25.578190.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1968	RES1	RES1	0.9999047517776488
StreetViewx-80.346179x25.578194.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2010	RES1	RES1	0.9999979734420776
StreetViewx-80.352078x25.578202.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	COM	0.6998305320739746
StreetViewx-80.341919x25.578236.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1983	RES1	RES1	1.0
StreetViewx-80.359176x25.578240.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1970	RES1	RES3	0.8952751159667969
StreetViewx-80.353485x25.578284.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES3	0.5341541767120361
StreetViewx-80.319937x25.578305.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1994	RES1	RES1	1.0
StreetViewx-80.322521x25.578352.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	0	RES1	COM	0.6850848197937012
StreetViewx-80.348431x25.578356.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	0	RES1	RES1	1.0
StreetViewx-80.357271x25.578374.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1969	RES1	RES1	1.0
StreetViewx-80.339758x25.578397.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1998	RES1	RES1	0.9959190487861632
StreetViewx-80.326736x25.578436.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1972	RES1	RES1	1.0
StreetViewx-80.333434x25.578457.png	RESIDENTIAL - SINGLE FAMILY : RESIDENTIAL - TOTAL VALUE	1	0	RES1	RES1	0.9972372055053712
StreetViewx-80.353094x25.578523.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1985	RES1	RES1	0.9999980926513672
StreetViewx-80.345621x25.578528.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1956	RES1	RES1	0.7727376818656921
StreetViewx-80.333995x25.578535.png	RESIDENTIAL - SINGLE FAMILY : RESIDENTIAL - TOTAL VALUE	1	2008	RES1	RES1	0.9998968839645386
StreetViewx-80.319468x25.578540.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1986	RES1	RES1	0.9999531507492064
StreetViewx-80.333829x25.578554.png	RESIDENTIAL - SINGLE FAMILY : RESIDENTIAL - TOTAL VALUE	2	0	RES1	RES1	0.9999998807907104
StreetViewx-80.351880x25.578557.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1997	RES1	RES1	0.9999901056289672
StreetViewx-80.348011x25.578559.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1974	RES1	RES1	0.9999998807907104
StreetViewx-80.359580x25.578689.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1969	RES1	COM	0.9794303178787231
StreetViewx-80.361951x25.578720.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1985	RES1	RES1	0.9999998807907104
StreetViewx-80.351108x25.578750.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1980	RES1	RES1	0.9999998807907104
StreetViewx-80.322299x25.578770.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1986	RES1	RES1	0.99911767244339
StreetViewx-80.343838x25.578775.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	0	RES1	RES1	0.6712024807929993
StreetViewx-80.332652x25.578856.png	RESIDENTIAL - SINGLE FAMILY : RESIDENTIAL - TOTAL VALUE	2	0	RES1	RES1	0.999991536140442
StreetViewx-80.347442x25.578899.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1994	RES1	RES1	0.9992260932922364
StreetViewx-80.343693x25.578930.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1990	RES1	RES1	1.0
StreetViewx-80.320742x25.578942.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1985	RES1	RES1	0.9999970197677612
StreetViewx-80.343370x25.578949.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9503244757652284
StreetViewx-80.338926x25.578966.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1979	RES1	RES1	0.6342564821243286
StreetViewx-80.329921x25.578968.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1999	RES1	RES1	0.9987784028053284
StreetViewx-80.349421x25.579088.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1971	RES1	RES1	1.0
StreetViewx-80.359827x25.579091.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1972	RES1	RES3	0.9978280663490297
StreetViewx-80.331074x25.579106.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1995	RES1	RES1	0.9453663229942322
StreetViewx-80.348648x25.579133.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1954	RES1	RES1	0.9999786615371704
StreetViewx-80.350890x25.579230.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1970	RES1	RES1	0.8944169878959656
StreetViewx-80.346862x25.579234.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES3	0.8072080016136169
StreetViewx-80.329016x25.579244.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1975	RES1	COM	0.999841570854187
StreetViewx-80.338230x25.579252.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9998445510864258
StreetViewx-80.340560x25.579257.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1973	RES1	RES1	0.9996098875999452
StreetViewx-80.357620x25.579264.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES3	0.8898104429244995
StreetViewx-80.351692x25.579276.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1972	RES1	RES1	0.9999841451644896
StreetViewx-80.344242x25.579346.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1997	RES1	RES1	0.9999996423721312
StreetViewx-80.357363x25.579376.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	1.0
StreetViewx-80.348835x25.579401.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1983	RES1	RES1	0.9999998807907104
StreetViewx-80.339789x25.579424.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9876264929771424
StreetViewx-80.337633x25.579517.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1980	RES1	RES1	0.9998981952667236
StreetViewx-80.339013x25.579538.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1979	RES1	RES3	0.8347341418266296
StreetViewx-80.319102x25.579630.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1986	RES1	RES1	0.9999980926513672
StreetViewx-80.350073x25.579665.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1958	RES1	RES1	0.951405704021454
StreetViewx-80.340593x25.579689.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	COM	0.5999686121940613
StreetViewx-80.348251x25.579728.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1971	RES1	RES1	1.0
StreetViewx-80.352771x25.579741.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1999	RES1	RES1	0.9994871616363524
StreetViewx-80.343860x25.579744.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1975	RES1	RES1	0.9919535517692566
StreetViewx-80.320763x25.579839.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1985	RES1	RES3	0.9981739521026612
StreetViewx-80.319118x25.579848.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1985	RES1	RES1	0.960840106010437
StreetViewx-80.349694x25.579870.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9977008700370787
StreetViewx-80.329755x25.579886.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2013	RES1	RES1	0.5077189803123474
StreetViewx-80.353232x25.579902.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9999343156814576
StreetViewx-80.362643x25.579905.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES3	0.9999998807907104
StreetViewx-80.359884x25.579921.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2003	RES1	RES1	0.5751171708106995
StreetViewx-80.360117x25.579924.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1997	RES1	RES1	0.8507270812988281
StreetViewx-80.362550x25.580011.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9905824661254884
StreetViewx-80.348742x25.580040.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1961	RES1	COM	0.9765508770942688
StreetViewx-80.327587x25.580064.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9999852180480956
StreetViewx-80.337094x25.580065.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2007	RES1	RES3	0.9999918937683104
StreetViewx-80.361786x25.580082.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9999995231628418
StreetViewx-80.350597x25.580125.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9999998807907104
StreetViewx-80.344325x25.580129.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1955	RES1	RES1	1.0
StreetViewx-80.348526x25.580131.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1987	RES1	RES1	0.9987360835075378
StreetViewx-80.342336x25.580136.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	1.0
StreetViewx-80.320656x25.580138.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1995	RES1	RES3	0.9075478315353394
StreetViewx-80.341818x25.580151.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	0	RES1	RES3	0.7398402690887451
StreetViewx-80.349106x25.580188.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	0	RES1	RES1	0.9997606873512268
StreetViewx-80.359451x25.580226.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1991	RES1	RES1	0.9616061449050904
StreetViewx-80.319302x25.580264.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1986	RES1	RES3	0.9868736863136292
StreetViewx-80.326583x25.580264.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1973	RES1	RES3	0.9970927238464355
StreetViewx-80.319819x25.580272.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1989	RES1	RES3	0.9548497200012208
StreetViewx-80.334712x25.580276.png	MULTIFAMILY 2-9 UNITS : 2 LIVING UNITS	2	1990	RES3	RES3	0.4834285676479339
StreetViewx-80.343647x25.580282.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1999	RES1	RES1	0.9998051524162292
StreetViewx-80.349817x25.580295.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1957	RES1	RES1	0.9999979734420776
StreetViewx-80.353307x25.580328.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1970	RES1	RES1	0.7987776398658752
StreetViewx-80.326227x25.580444.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1976	RES1	RES1	0.9999256134033204
StreetViewx-80.336877x25.580532.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1969	RES1	RES1	1.0
StreetViewx-80.363549x25.580567.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1980	RES1	RES1	0.9762893319129944
StreetViewx-80.329976x25.580609.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1999	RES1	COM	0.9999983310699464
StreetViewx-80.360367x25.580616.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1968	RES1	RES1	1.0
StreetViewx-80.359457x25.580640.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1969	RES1	RES3	0.861243486404419
StreetViewx-80.346443x25.580693.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1979	RES1	RES3	0.8599475026130676
StreetViewx-80.349934x25.580696.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	1.0
StreetViewx-80.342043x25.580742.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1971	RES1	RES1	0.9999992847442628
StreetViewx-80.347934x25.580831.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2013	RES1	RES3	0.5281172394752502
StreetViewx-80.324749x25.580836.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	0	RES1	RES1	0.9542582035064696
StreetViewx-80.327466x25.580848.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9975119829177856
StreetViewx-80.351469x25.580850.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9999868869781494
StreetViewx-80.327231x25.580855.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1974	RES1	RES3	0.9878973960876464
StreetViewx-80.363532x25.580902.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.8773824572563171
StreetViewx-80.343098x25.580910.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9999998807907104
StreetViewx-80.334647x25.580916.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1980	RES1	RES1	0.999996781349182
StreetViewx-80.341925x25.580929.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1956	RES1	RES1	0.9998472929000854
StreetViewx-80.347741x25.580940.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1985	RES1	RES1	0.9100214838981628
StreetViewx-80.333252x25.580942.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1975	RES1	RES1	1.0
StreetViewx-80.352182x25.580991.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1977	RES1	RES1	1.0
StreetViewx-80.352533x25.580992.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.842853844165802
StreetViewx-80.351569x25.581088.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1963	RES1	COM	0.9877803325653076
StreetViewx-80.349936x25.581098.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.999925971031189
StreetViewx-80.347351x25.581155.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1987	RES1	RES1	0.9978795051574708
StreetViewx-80.348655x25.581254.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1957	RES1	RES1	0.557621955871582
StreetViewx-80.327675x25.581277.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9999825954437256
StreetViewx-80.326171x25.581343.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1973	RES1	COM	0.9730456471443176
StreetViewx-80.358796x25.581357.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1975	RES1	RES1	1.0
StreetViewx-80.345755x25.581358.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1998	RES1	COM	0.5054041147232056
StreetViewx-80.343540x25.581372.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2013	RES1	RES1	0.9998313188552856
StreetViewx-80.359986x25.581372.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES3	0.9967530369758606
StreetViewx-80.360956x25.581387.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1986	RES1	RES1	0.9999998807907104
StreetViewx-80.355933x25.581411.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1968	RES1	RES1	0.9978819489479064
StreetViewx-80.351708x25.581462.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1960	RES1	RES1	0.927727222442627
StreetViewx-80.350794x25.581472.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES3	0.6198972463607788
StreetViewx-80.353994x25.581472.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1971	RES1	COM	0.483832985162735
StreetViewx-80.320929x25.581490.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1984	RES1	RES1	0.9999691247940063
StreetViewx-80.360815x25.581565.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1985	RES1	RES1	0.9995635151863098
StreetViewx-80.361010x25.581567.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9997918009757996
StreetViewx-80.356630x25.581601.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1997	RES1	RES1	0.9999765157699584
StreetViewx-80.351354x25.581674.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1960	RES1	RES1	0.9956628680229188
StreetViewx-80.359463x25.581691.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1965	RES1	COM	0.999068796634674
StreetViewx-80.324787x25.581700.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1974	RES1	RES1	1.0
StreetViewx-80.338597x25.581722.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1976	RES1	RES3	0.7833291292190552
StreetViewx-80.357176x25.581726.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES3	0.407736986875534
StreetViewx-80.322311x25.581793.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1976	RES1	RES1	0.0
StreetViewx-80.358135x25.581815.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1986	RES1	RES1	1.0
StreetViewx-80.338746x25.581882.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1999	RES1	RES1	0.9907406568527222
StreetViewx-80.324765x25.581919.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1999	RES1	RES1	1.0
StreetViewx-80.319690x25.581933.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1978	RES1	RES1	0.9999997615814208
StreetViewx-80.335681x25.581984.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9647035598754884
StreetViewx-80.325997x25.582019.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2005	RES1	RES1	0.9998670816421508
StreetViewx-80.328142x25.582022.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1994	RES1	RES1	0.5520510077476501
StreetViewx-80.360419x25.582133.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1973	RES1	RES1	0.8994782567024231
StreetViewx-80.352412x25.582137.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1979	RES1	RES1	0.9882948398590088
StreetViewx-80.361554x25.582150.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES3	0.5365328788757324
StreetViewx-80.359989x25.582157.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1964	RES1	RES1	0.999398946762085
StreetViewx-80.325858x25.582210.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES3	0.994225800037384
StreetViewx-80.348119x25.582230.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9429571628570556
StreetViewx-80.351676x25.582276.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1960	RES1	RES1	0.9999850988388062
StreetViewx-80.338439x25.582298.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1980	RES1	RES1	0.544292151927948
StreetViewx-80.351255x25.582313.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2006	RES1	RES1	0.9918471574783324
StreetViewx-80.336396x25.582332.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1961	RES1	RES1	0.9386047124862672
StreetViewx-80.336130x25.582335.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1974	RES1	RES3	0.8133442997932434
StreetViewx-80.334121x25.582361.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1999	RES1	RES1	0.6974633932113647
StreetViewx-80.333790x25.582363.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9999356269836426
